year,month,day,hour,minute,AM/PM,location,type,gender
2021,7,13,5,14,PM,"East Main St., I-95 overpass, Georgetown",PASSENGER,M
2021,7,13,8,54,AM,"Wilbraham Rd. + Massachusetts Ave., Springfield",PEDESTRIAN,F
2021,7,10,11,52,AM,"80 Bellingham St., Chelsea",PEDESTRIAN,M
2021,7,9,4,34,PM,"SR-24 SOUTH, EXIT 28A on ramp, West Bridgewater",OPERATOR,M
2021,7,8,12,29,PM,"710 North Main St., West Bridgewater",OPERATOR,F
2021,7,6,3,24,PM,"N. Westfield St. + Parkedge Dr., Agawam",PASSENGER,M
2021,7,5,10,3,PM,"SR-2A EAST, 49 South Main St., Athol",OPERATOR,M
2021,7,4,7,45,PM,"SR-140 NORTH, MM 6.2, New Bedford",OPERATOR,M
2021,7,4,7,45,PM,"SR-140 NORTH, MM 6.2, New Bedford",PASSENGER,F
2021,7,3,6,55,AM,"Weld St., West Roxbury",PEDESTRIAN,F
2021,6,30,7,30,PM,"SR-79 SOUTH, north of North Main St., Fall River",OPERATOR,M
2021,6,30,5,33,PM,"348 Central St., Franklin",MOTORCYCLE: OPERATOR,M
2021,6,30,12,21,AM,"5 Granite St., Bellingham",PASSENGER,F
2021,6,28,8,46,PM,"1317 Washington St., Stoughton",MOTORCYCLE: OPERATOR,M
2021,6,28,8,46,PM,"1317 Washington St., Stoughton",MOTORCYCLE: PASSENGER,F
2021,6,26,9,32,PM,"63 Mulberry St., Springfield",OPERATOR,F
2021,6,26,8,15,PM,"Fort Ave., south of Winter Island Rd., Salem",MOTORCYCLE: OPERATOR,M
2021,6,26,1,49,AM,"2425 Main St., Warren",OPERATOR,M
2021,6,25,1,5,AM,"I-291 EAST, MM 5.0, Chicopee",PASSENGER,M
2021,6,23,6,59,PM,"Normandy Rd. WEST + Rose Kennedy Ln., Framingham",PEDESTRIAN,M
2021,6,22,1,32,PM,"Central St. + Sawyer Hill Rd., Berlin",PASSENGER,F
2021,6,22,12,29,PM,"I-90 EAST, MM 131.0, Boston",MOTORCYCLE: OPERATOR,M
2021,6,22,9,58,AM,"I-93 NORTH, south of EXIT 30, Woburn",OPERATOR,M
2021,6,21,7,58,PM,"US-20, east of I-495, Marlborough",MOTORCYCLE: OPERATOR,M
2021,6,21,12,45,PM,"US-3 SOUTH, Eel River, Plymouth",OPERATOR,F
2021,6,20,11,14,PM,"President Ave. + High St., Fall River",OPERATOR,M
2021,6,20,8,0,PM,"Columbia Rd. + Kosciuszko Cir., Boston",PEDESTRIAN,M
2021,6,19,4,15,PM,"East Broadway + N St., Boston",MOTORCYCLE: OPERATOR,M
2021,6,19,2,57,PM,"53 Catacunemaug Rd., Shirley",MOTORCYCLE: OPERATOR,M
2021,6,19,11,58,AM,"356 Turnpike St. + Cinnamon Cir., Easton",OPERATOR,M
2021,6,18,1,43,PM,"I-90 EAST, MM 50.8, Chicopee",OPERATOR,F
2021,6,17,3,31,PM,"46 Daggett Dr., West Springfield",PEDESTRIAN,F
2021,6,17,8,59,AM,"Dwight St. + I-291 WEST off ramp, Springfield",OPERATOR,F
2021,6,16,11,30,PM,"I-95 SOUTH, .5 mile north of EXIT 28, Dedham",OPERATOR,M
2021,6,16,8,1,PM,"Reservoir St. + Red Spring Rd., Marlborough",MOTORCYCLE: OPERATOR,M
2021,6,15,3,4,PM,"I-95 NORTH, prior to SR-113, Newburyport",OPERATOR,M
2021,6,13,12,56,AM,"US-6, EXIT 78A, Dennis",OPERATOR,F
2021,6,12,6,7,PM,"Eastern Ave. + County St., Fall River",MOTORCYCLE: OPERATOR,M
2021,6,11,2,30,PM,"Willow St. + Richmond St., New Bedford",PEDESTRIAN,M
2021,6,11,10,42,AM,"1110 Parker St., Springfield",OPERATOR,M
2021,6,9,10,51,AM,"SR-107 NORTH, MM 3.0, Saugus",OPERATOR,F
2021,6,8,7,30,PM,"I-391 SOUTH, EXIT 4, Chicopee",OPERATOR,M
2021,6,8,7,30,PM,"I-391 SOUTH, EXIT 4, Chicopee",OPERATOR,F
2021,6,8,2,36,PM,"SR-24 NORTH, MM 0.8, Fall River",OPERATOR,M
2021,6,8,9,9,AM,"SR-16 + Vinal St., Revere",OPERATOR,M
2021,6,8,6,34,AM,"SR-2 EAST, MM 38.4, Shelburne",PEDESTRIAN,F
2021,6,7,10,54,AM,"East St. + Newell St., Pittsfield",MOTORCYCLE: OPERATOR,M
2021,6,6,8,26,PM,"153 Millers Falls Rd., Northfield",MOTORCYCLE: OPERATOR,M
2021,6,6,7,6,PM,"2344 Acushnet Ave., New Bedford",MOTORCYCLE: PASSENGER,F
2021,6,6,5,25,PM,"303 Wilmarth St., Attleboro",OPERATOR,M
2021,6,5,1,15,AM,"Pantry Rd. + Mountain Rd., Hatfield",MOTORCYCLE: OPERATOR,M
2021,6,2,1,9,PM,"Lindelof Ave. + Technology Center Dr., Stoughton",PASSENGER,F
2021,5,31,11,15,PM,"I-495 SOUTH, .5 mile south of I-93, Andover",OPERATOR,M
2021,5,31,12,25,AM,"Broadway, Everett",OPERATOR,F
2021,5,30,8,47,PM,"I-95 NORTH, prior to EXIT 54, Woburn",OPERATOR,M
2021,5,30,4,31,PM,"300 Sandwich Rd., Bourne",OPERATOR,F
2021,5,29,12,19,AM,"Bradford St. Bangs St., Provincetown",PEDESTRIAN,M
2021,5,28,12,11,PM,"I-93 SOUTH, prior to EXIT 35, Tewksbury",OPERATOR,M
2021,5,25,5,17,PM,"Stevens St. + Parker St., Lowell",PEDESTRIAN,M
2021,5,25,12,30,PM,"US-6 EAST, Bourne",OPERATOR,F
2021,5,25,1,29,AM,"Old Plymouth Rd. + Ocean Pines Dr., Bourne",OPERATOR,M
2021,5,24,10,24,PM,"1045 Boston Rd., Springfield",OPERATOR,M
2021,5,23,4,51,PM,"97 Cave Hill Rd., Leverett",MOTORCYCLE: OPERATOR,M
2021,5,22,2,35,PM,"297 Central Turnpike, Sutton",MOTORCYCLE: OPERATOR,F
2021,5,22,1,34,AM,"Newport Ave. + Willow Ave., Quincy",PEDESTRIAN,M
2021,5,21,3,55,PM,"451 Hillside Rd. NORTH, Westfield",OPERATOR,M
2021,5,20,11,31,PM,"213 Main St., Williamstown",MOTORCYCLE: OPERATOR,M
2021,5,20,11,5,AM,"50 Lynnway, Lynn",OPERATOR,F
2021,5,19,6,52,AM,"Main St. + Bacon St., Waltham",PEDESTRIAN,M
2021,5,18,10,20,PM,"US-1 NORTH + Broadway, Saugus",PEDESTRIAN,F
2021,5,18,10,20,AM,"2 Boland St., Springfield",PEDESTRIAN,M
2021,5,17,10,8,AM,"110 Broadway, Methuen",PEDESTRIAN,F
2021,5,16,9,25,PM,"1138 Worcester Rd., SR-9 EAST, Framingham",OPERATOR,F
2021,5,16,5,28,PM,"Boylston St. + Brunswick St., Lowell",MOTORCYCLE: OPERATOR,M
2021,5,15,7,34,PM,"Pleasant St. + Varley Rd., Marlborough",MOTORCYCLE: OPERATOR,M
2021,5,15,2,9,PM,"SR-9 + Enoch Sanford Rd., Belchertown",MOTORCYCLE: OPERATOR,M
2021,5,13,10,10,PM,"I-95 SOUTH + ramp to I-95 SOUTH to SR-110, Amesbury",OPERATOR,M
2021,5,13,7,14,PM,"Broadway St. + Fletcher St., Lowell",MOTORCYCLE: OPERATOR,M
2021,5,13,3,21,PM,"Bernardston Rd., I-91 OVERPASS, Greenfield",OPERATOR,F
2021,5,13,1,47,PM,"21 Collins St., Salisbury",PEDESTRIAN,M
2021,5,12,8,44,PM,"70 Grove St., North Brookfield",MOTORCYCLE: OPERATOR,M
2021,5,12,2,22,PM,"American Legion Hwy. + Walk Hill St., Boston",PASSENGER,F
2021,5,11,9,48,PM,"50 Main St., Medway",MOTORCYCLE: OPERATOR,M
2021,5,8,9,0,PM,"5 Maple St., Norton",MOTORCYCLE: OPERATOR,M
2021,5,6,4,36,PM,"Abbey Memorial Dr., Chicopee",OPERATOR,M
2021,5,5,2,55,PM,"673 Plymouth St., Bridgewater",OPERATOR,M
2021,5,5,2,40,PM,"East St. + Housatonic St., Lenox",BICYCLIST,M
2021,5,1,11,43,AM,"SR-28 + County Rd., Rochester",MOTORCYCLE: OPERATOR,M
2021,4,29,2,46,AM,"I-95 SOUTH, MM 5, Attleboro",OPERATOR,M
2021,4,29,2,29,AM,"South Union St. + Winthrop Ave., Lawrence",PASSENGER,F
2021,4,28,1,9,AM,"I-93 NORTH, EXIT 38, Wilmington",MOTORCYCLE: OPERATOR,M
2021,4,27,12,15,PM,"I-495 SOUTH, north of EXIT 38, Tewksbury",OPERATOR,M
2021,4,27,12,10,AM,"1390 Hanover St. (SR-139), Hanover",OPERATOR,M
2021,4,25,3,8,AM,"221 Flanders Rd., Westborough",PASSENGER,M
2021,4,25,3,8,AM,"221 Flanders Rd., Westborough",OPERATOR,M
2021,4,24,12,16,PM,"Government Dr., Pittsfield",MOTORCYCLE: OPERATOR,M
2021,4,24,2,28,AM,"SR-140 NORTH, EXIT 7 - Braley Rd. ramp, New Bedford",PEDESTRIAN,M
2021,4,23,3,22,PM,"I-90 EAST, MM 14.8, Becket",OPERATOR,M
2021,4,22,12,43,PM,"Main St. (SR-228) + Middle St. + Short St., Hingham",MOTORCYCLE: OPERATOR,M
2021,4,19,4,44,PM,"Maranda St. + Sunderland Rd., Worcester",OPERATOR,F
2021,4,19,12,40,PM,"Curran Memorial Hwy. + South State St., North Adams",MOTORCYCLE: OPERATOR,M
2021,4,17,6,4,PM,"I-84 EAST, MM 6.6, Sturbridge",PASSENGER,F
2021,4,17,6,4,PM,"I-84 EAST, MM 6.6, Sturbridge",OPERATOR,F
2021,4,17,6,4,PM,"I-84 EAST, MM 6.6, Sturbridge",OPERATOR,F
2021,4,17,12,57,AM,"109 Elm St. + Mountain Ash Ln., Pembroke",OPERATOR,M
2021,4,17,12,57,AM,"109 Elm St. + Mountain Ash Ln., Pembroke",PASSENGER,M
2021,4,16,1,13,PM,"Puritan Rd. + Deer Cove Rd., Swampscott",OPERATOR,M
2021,4,15,9,8,PM,"I-190 NORTH, MM 10.6, Sterling",PEDESTRIAN,M
2021,4,14,8,22,PM,"102 Amherst Rd., Belchertown",MOTORCYCLE: OPERATOR,M
2021,4,14,4,9,PM,"158 Concord Rd., Billerica",OPERATOR,M
2021,4,13,11,57,PM,"I-195 EAST, MM 2.6, Seekonk",OPERATOR,M
2021,4,13,11,18,AM,"Cabot St. + Merrimack St., Lowell",PEDESTRIAN,M
2021,4,13,4,16,AM,"I-93 SOUTH, EXIT 6, Braintree",PEDESTRIAN,M
2021,4,12,8,40,PM,"McGrath Highway + Blakeley Ave., Somerville",PEDESTRIAN,M
2021,4,11,7,39,PM,"47 Forest St., Peabody",PEDESTRIAN,M
2021,4,11,7,27,PM,"14 Belmont St., Northborough",OPERATOR,F
2021,4,11,6,41,AM,"12 Huntoon Memorial Hwy., Leicester",MOTORCYCLE: OPERATOR,M
2021,4,10,10,16,PM,"361 Miller St. WEST + Cislak Dr., Ludlow",MOTORCYCLE: OPERATOR,M
2021,4,10,9,48,PM,"35 W Main St., Marlborough",PEDESTRIAN,M
2021,4,10,9,12,AM,"US-1 SOUTH, north of Sargent St., Revere",OPERATOR,M
2021,4,9,7,20,AM,"US-3 SOUTH, MM 35, Hingham",OPERATOR,M
2021,4,7,3,28,AM,"1425 Blue Hill Ave., Milton",OPERATOR,M
2021,4,5,5,35,AM,"Gorham St. + Lowell Connector, Lowell",OPERATOR,M
2021,4,4,8,24,PM,"554 Forest St., Bridgewater",OPERATOR,M
2021,4,3,12,0,PM,"I-91 NORTH, MM 17.4, Holyoke",OPERATOR,M
2021,4,3,12,0,PM,"I-91 NORTH, MM 17.4, Holyoke",OPERATOR,F
2021,4,2,8,17,PM,"Elm St. + Bridge St., Templeton",MOTORCYCLE: OPERATOR,M
2021,4,2,6,19,PM,"245 Southwest Cutoff, Worcester",OPERATOR,M
2021,3,30,5,35,PM,"Groton Rd. + North St., Westford",BICYCLIST,M
2021,3,29,4,15,AM,"Jacobs Ladder Rd. + Jesters Ln., Becket",OPERATOR,M
2021,3,28,2,0,AM,"SR-18 SOUTH + Union St., New Bedford",PASSENGER,F
2021,3,25,11,3,PM,"I-195 WEST, MM 22.6, prior to EXIT 22B, Dartmouth",OPERATOR,M
2021,3,25,8,10,PM,"Parker St. + Ellery St., Springfield",MOTORCYCLE: OPERATOR,M
2021,3,21,12,43,PM,"94 Main St. + Baker St., Kingston",MOTORCYCLE: OPERATOR,M
2021,3,20,4,37,PM,"I-290 WEST, west of EXIT 19, MM 8.0, Worcester",OPERATOR,M
2021,3,19,2,9,AM,"1395 Allen St., Springfield",OPERATOR,M
2021,3,18,11,50,PM,"I-91 SOUTH, EXIT 8, Springfield",PASSENGER,M
2021,3,17,7,36,PM,"511 Broadway, Everett",PEDESTRIAN,M
2021,3,17,1,58,PM,"I-90 EAST, MM 131.6, Boston",OPERATOR,M
2021,3,13,1,43,PM,"487 Washington St., Auburn",OPERATOR,F
2021,3,12,9,40,PM,"189 Chestnut Hill Ave., Boston",PEDESTRIAN,M
2021,3,12,6,49,PM,"Arborway + South St., Boston",MOTORCYCLE: OPERATOR,M
2021,3,10,7,50,PM,"176 McClellan Hwy., Boston",OPERATOR,M
2021,3,10,7,0,PM,"Meadow St. + Chicopee St., Chicopee",PEDESTRIAN,M
2021,3,10,3,13,PM,"SR-15 + River Rd., Sturbridge",OPERATOR,M
2021,3,9,5,37,PM,"483 Berkshire Ave., Springfield",PASSENGER,M
2021,3,8,1,40,PM,"26 Hunting St., Malden",PEDESTRIAN,F
2021,3,7,2,4,PM,"232 Stafford Rd., Monson",PEDESTRIAN,F
2021,3,7,1,40,AM,"Auburn St. + Summer St., Bridgewater",PEDESTRIAN,M
2021,3,6,10,37,PM,"I-93 SOUTH, EXIT 2B, Canton",PASSENGER,M
2021,3,6,12,16,AM,"I-495 NORTH, EXIT 52, Haverhill",OPERATOR,F
2021,3,4,2,50,AM,"Common St. + Royal Rd., Belmont",OPERATOR,M
2021,3,3,2,34,AM,"800 Morrissey Blvd., Boston",PEDESTRIAN,M
2021,2,28,10,11,PM,"554 County Rd., Holyoke",OPERATOR,M
2021,2,27,11,40,PM,"I-93 NORTH, south of EXIT 33, Medford",PEDESTRIAN,F
2021,2,25,1,12,PM,"I-91 SOUTH, MM 46.6, Greenfield",OPERATOR,M
2021,2,23,7,25,PM,"US-1 SOUTH, prior to Madison St., Wrentham",OPERATOR,M
2021,2,21,3,25,PM,"SR-146 NORTH, EXIT 4, MM 7.2, Uxbridge",OPERATOR,M
2021,2,20,1,12,PM,"1351 Main St., Worcester",OPERATOR,M
2021,2,17,9,5,PM,"Tremont St. & Shore St., Taunton",OPERATOR,M
2021,2,14,12,38,AM,"I-495 SOUTH, north of EXIT 38, Tewksbury",OPERATOR,M
2021,2,13,5,55,AM,"I-90 EAST, MM 116.2, Framingham",PEDESTRIAN,M
2021,2,11,10,55,PM,"Upham St. + 3 Wildwood Rd., Melrose",OTHER,M
2021,2,11,2,46,PM,"115 Middlesex St., Chelmsford",OPERATOR,M
2021,2,9,1,2,AM,"500 Chelsea St., Boston",PASSENGER,M
2021,2,9,1,2,AM,"500 Chelsea St., Boston",OPERATOR,M
2021,2,8,6,20,PM,"418 Winthrop Ave., Lawrence",PEDESTRIAN,F
2021,2,8,12,49,PM,"I-495 SOUTH, MM 62.2, near EXIT 23C, Marlborough",OPERATOR,M
2021,2,6,3,0,AM,"689 Berkley St., Berkley",OPERATOR,M
2021,2,5,8,2,PM,"328 Ash St., Brockton",OPERATOR,M
2021,2,3,1,31,AM,"407 Monson Rd., Wilbraham",OPERATOR,M
2021,2,2,11,20,PM,"I-90 EAST, MM 87.0, Oxford",PEDESTRIAN,M
2021,2,1,12,39,AM,"Lowell Connector, EXIT 4, Lowell",OPERATOR,M
2021,1,30,5,35,PM,"I-95 NORTH, MM 8.0, North Attleborough",OPERATOR,M
2021,1,30,1,41,PM,"254 Highland St., Northbridge",PASSENGER,M
2021,1,29,9,46,PM,"US-6 WEST + American Legion Highway, Dartmouth",PASSENGER,M
2021,1,26,10,8,PM,"281 Winter St. EAST, Duxbury",OPERATOR,M
2021,1,26,9,45,PM,"I-93 SOUTH, EXIT 37A, Stoneham",OPERATOR,F
2021,1,25,1,52,AM,"I-90 EAST, EXIT 123 off ramp, Weston",OPERATOR,M
2021,1,24,1,5,AM,"525 Randolph St., Weymouth",OPERATOR,M
2021,1,23,8,42,PM,"687 Ocean St., Marshfield",PEDESTRIAN,M
2021,1,22,11,33,PM,"US-1 NORTH, Plainville",OPERATOR,F
2021,1,21,8,59,AM,"SR-151 at SR-28 NORTH on/off ramp, Falmouth",PASSENGER,M
2021,1,18,10,55,AM,"SR-24 NORTH, .5 mile prior to EXIT 20, Stoughton",OPERATOR,M
2021,1,17,8,40,PM,"925 West Broadway, Gardner",OPERATOR,F
2021,1,16,1,48,AM,"I-195 EAST, EXIT 5, Rehoboth",OPERATOR,F
2021,1,13,7,19,PM,"235 Main St., Oxford",PEDESTRIAN,F
2021,1,13,3,45,AM,"I-195 WEST, MM 9.6, Somerset",OPERATOR,M
2021,1,9,11,2,PM,"716 Franklin St., Melrose",OPERATOR,F
2021,1,8,9,38,PM,"SR-25 EAST, MM 7.4, Plymouth",OPERATOR,M
2021,1,8,12,4,PM,"140 Great Plain Ave. + SR-135 WEST, Wellesley",OPERATOR,F
2021,1,8,5,54,AM,"81 Littleton Rd., Ayer",OPERATOR,F
2021,1,7,1,41,PM,"13 Pleasant St., Marion",OPERATOR,M
2021,1,5,11,22,AM,"Chelsea St. + 13th St., Boston",PEDESTRIAN,M
2021,1,2,10,58,PM,"278 Locust St., Springfield",PEDESTRIAN,M
2020,12,31,11,31,PM,"SR-24 SOUTH, EXIT 20, Stoughton",PEDESTRIAN,M
2020,12,31,9,56,PM,"597 State Rd., Dartmouth",PEDESTRIAN,F
2020,12,30,12,36,AM,"170 Main St., West Newbury",OPERATOR,M
2020,12,28,2,3,PM,"Stockbridge Rd. (SR-7) + Lovers Lane, Great Barrington",OPERATOR,F
2020,12,27,6,42,PM,"507 Stafford St., Leicester",OPERATOR,F
2020,12,24,8,36,PM,"50 Southwest Cutoff, Worcester",OPERATOR,F
2020,12,23,3,31,PM,"SR-24 NORTH, prior to EXIT 21, Randolph",OPERATOR,M
2020,12,22,5,23,PM,"1929 Washington St., Holliston",OPERATOR,M
2020,12,21,7,47,PM,"Middle St. + 2nd St., Fall River",PEDESTRIAN,M
2020,12,19,8,8,PM,"199 Beach Rd., Tisbury",OPERATOR,F
2020,12,16,9,50,PM,"188 Southampton Rd., Holyoke",OPERATOR,M
2020,12,16,8,45,AM,"SR-49 + Putnam Rd,, Sturbridge",OPERATOR,F
2020,12,15,5,28,AM,"I-95 SOUTH, EXIT 42, Wakefield",OPERATOR,M
2020,12,13,9,35,PM,"US-1 SOUTH + Boston Rd., Newbury",OPERATOR,M
2020,12,13,5,51,PM,"531 Chickering Rd., North Andover",PEDESTRIAN,M
2020,12,13,1,33,PM,"Ballard St. + Yales St., Saugus",MOTORCYCLE: OPERATOR,M
2020,12,12,11,13,PM,"1210 Old Fall River Rd., Dartmouth",PASSENGER,M
2020,12,9,4,46,PM,"102 Falmouth Rd. (SR-28), Barnstable",BICYCLIST,M
2020,12,6,9,29,PM,"SR-24 SOUTH, south of EXIT 17, MM 30.4, West Bridgewater",PEDESTRIAN,F
2020,12,5,6,56,PM,"School St. + Cross St., Lowell",PEDESTRIAN,F
2020,12,5,1,12,PM,"58 Somerset St., Fall River",OPERATOR,M
2020,12,5,6,25,AM,"Water St. + Chandler St., Lawrence",OPERATOR,F
2020,12,3,6,39,PM,"US-5 + Southworth St., West Springfield",PEDESTRIAN,M
2020,12,3,6,14,PM,"16 Cambridge St., Worcester",PEDESTRIAN,M
2020,12,3,2,20,PM,"I-195 EAST, MM 9.2, Swansea",OPERATOR,M
2020,12,2,10,28,AM,"465 Mendon St. (SR-16), Uxbridge",OPERATOR,M
2020,12,2,10,28,AM,"465 Mendon St. (SR-16), Uxbridge",OPERATOR,M
2020,11,30,12,17,PM,"SR-31 SOUTH, 350 South Rd., Holden",OPERATOR,M
2020,11,30,3,0,AM,"535 Glendale Rd., Hampden",OPERATOR,M
2020,11,27,9,2,PM,"7 Walnut St. SOUTH, Bridgewater",OPERATOR,M
2020,11,26,3,16,PM,"SR-25 EAST, EXIT 3, Bourne",OPERATOR,F
2020,11,26,1,53,PM,"273 Pawtucket Blvd. (SR-113), Tyngsborough",PASSENGER,F
2020,11,25,6,26,PM,"I-495 NORTH, south of EXIT 53, Merrimac",OPERATOR,M
2020,11,25,5,11,PM,"Central St. + Springwood Ave., Stoughton",PEDESTRIAN,M
2020,11,24,10,8,PM,"4 Harold Parker Rd., North Andover",OPERATOR,M
2020,11,23,9,38,PM,"Main St. + Fairview Ave., West Springfield",PASSENGER,F
2020,11,23,9,38,PM,"Main St. + Fairview Ave., West Springfield",PASSENGER,M
2020,11,23,2,52,PM,"Plymouth Ave. + Nashua St., Fall River",OPERATOR,M
2020,11,22,2,22,AM,"14 Bunker Hill Ave., Lowell",PASSENGER,F
2020,11,22,12,26,AM,"US-6 EAST to SR-79 SOUTH ramp, Fall River",MOTORCYCLE: OPERATOR,M
2020,11,21,9,36,AM,"I-93 SOUTH, south of EXIT 35, Medford",OPERATOR,M
2020,11,21,8,26,AM,"I-95 SOUTH, south of EXIT 16A, Westwood",PASSENGER,M
2020,11,20,7,2,PM,"2 School St., Quincy",PEDESTRIAN,M
2020,11,20,8,33,AM,"87 Elliot St., Danvers",PEDESTRIAN,F
2020,11,17,6,16,PM,"259 Pleasant St., Brockton",PEDESTRIAN,F
2020,11,17,3,17,PM,"SR-123 + Pearle St., Brockton",OPERATOR,F
2020,11,17,2,50,PM,"Blue Hills Pkwy. + Eliot St., Milton",BICYCLIST,F
2020,11,15,8,37,PM,"New State Highway + SR-24 off ramp, Raynham",OPERATOR,M
2020,11,15,8,32,PM,"191 North Common St., Lynn",PEDESTRIAN,M
2020,11,14,5,28,PM,"I-195 EAST, EXIT 8, Swansea",PEDESTRIAN,M
2020,11,13,9,27,PM,"367 Mashpee Neck Rd., Mashpee",OPERATOR,M
2020,11,13,4,58,AM,"93 Mill Village Rd. + Lee Rd., Deerfield",OPERATOR,M
2020,11,12,9,40,PM,"SR-18 NORTH + Walnut St., New Bedford",OPERATOR,M
2020,11,10,10,24,PM,"24 Pierpont Rd., Boston",MOTORCYCLE: OPERATOR,M
2020,11,9,5,29,AM,"415 Abbot St., Springfield",OPERATOR,M
2020,11,8,9,50,AM,"US-3 SOUTH, prior to EXIT 2, MM 2.6, Plymouth",MOTORCYCLE: OPERATOR,M
2020,11,7,3,32,PM,"Washington St. + South St., Braintree",MOTORCYCLE: PASSENGER,F
2020,11,7,2,6,PM,"988 Bedford St., Abington",MOTORCYCLE: OPERATOR,M
2020,11,6,3,10,AM,"SR-24, EXIT 4, Fall River",OPERATOR,F
2020,11,4,4,46,PM,"60 Goulding St. EAST, Sherborn",PEDESTRIAN,M
2020,11,4,1,29,PM,"Brigham St., Westborough",PEDESTRIAN,F
2020,11,3,12,50,PM,"College Ave. + Kidder Ave., Somerville",PEDESTRIAN,F
2020,11,2,6,1,PM,"Elmwood Ave., Quincy",PEDESTRIAN,F
2020,11,1,7,48,AM,"457 Columbia Rd., Boston",OPERATOR,M
2020,10,31,11,42,AM,"135 Bridge Rd., Salisbury",OPERATOR,M
2020,10,30,3,24,PM,"838 Curran Memorial Highway, North Adams",OPERATOR,M
2020,10,29,6,57,AM,"560 Southwest Cutoff, Worcester",PEDESTRIAN,F
2020,10,27,8,29,PM,"749 New Ludlow Rd., South Hadley",OPERATOR,F
2020,10,26,1,9,PM,"US-1 + Elm St., Newbury",OPERATOR,M
2020,10,23,1,20,AM,"1230 Plumtree Rd., Springfield",PASSENGER,M
2020,10,23,1,20,AM,"1230 Plumtree Rd., Springfield",OPERATOR,M
2020,10,22,3,25,PM,"78 Main Rd. (SR-66), Westhampton",MOTORCYCLE: OPERATOR,M
2020,10,21,4,48,PM,"Bay St. + Roosevelt Ave., Springfield",BICYCLIST,M
2020,10,19,11,54,AM,"1826 River St., Boston",OPERATOR,M
2020,10,18,1,40,PM,"75 Providence St., Mendon",MOTORCYCLE: OPERATOR,M
2020,10,15,5,7,PM,"414 Union St., Ashland",MOTORCYCLE: OPERATOR,M
2020,10,14,10,5,PM,"Chickatawbut Rd. + Forest St., Milton",OPERATOR,M
2020,10,14,6,30,AM,"I-93 SOUTH, EXIT 38, Wilmington",OPERATOR,M
2020,10,12,10,15,PM,"I-84 EAST, prior to weigh station, Sturbridge",OPERATOR,M
2020,10,12,8,35,PM,"I-495 SOUTH, MM 74.2, Harvard",OPERATOR,M
2020,10,11,12,26,PM,"Palmer Rd. near Kingsberry Ln., Ware",MOTORCYCLE: OPERATOR,M
2020,10,10,11,42,PM,"801 Middle St. WEST, Weymouth",OPERATOR,M
2020,10,10,4,56,AM,"I-93 SOUTH, EXIT 3, Milton",OPERATOR,M
2020,10,9,12,43,PM,"865 North St., Randolph",OPERATOR,M
2020,10,8,8,31,PM,"306 Old Cheshire Rd., Lanesborough",MOTORCYCLE: OPERATOR,M
2020,10,8,1,4,PM,"236 Hemlock St., New Bedford",OPERATOR,F
2020,10,6,4,44,PM,"I-195 EAST, east of EXIT 12, New Bedford",OPERATOR,M
2020,10,4,6,21,PM,"SR-2 Bypass, MM 51.6, Greenfield",OPERATOR,M
2020,10,4,5,0,PM,"SR-140 NORTH, north of EXIT 9, Lakeville",MOTORCYCLE: OPERATOR,M
2020,10,3,2,34,AM,"I-95 NORTH, EXIT 11A, Norwood",OPERATOR,M
2020,10,3,2,34,AM,"I-95 NORTH, EXIT 11A, Norwood",PASSENGER,M
2020,9,29,2,32,PM,"Essex Ave. + Concord St., Gloucester",OPERATOR,M
2020,9,29,10,46,AM,"Southampton St. + Dorchester Ave., Boston",PEDESTRIAN,F
2020,9,28,10,50,PM,"123 School St., Groveland",OPERATOR,F
2020,9,27,1,52,AM,"SR-139 (Lindelof Ave.), Stoughton",MOTORCYCLE: OPERATOR,M
2020,9,26,4,13,PM,"SR-58 + Beach St. Ext., Wareham",OPERATOR,F
2020,9,24,11,20,AM,"I-291 WEST+ I-91, Springfield",OPERATOR,F
2020,9,23,10,2,AM,"I-495 NORTH, MM 8.6, Middleborough",PASSENGER,F
2020,9,23,4,55,AM,"Carew St. + Carew Terrace, Springfield",OPERATOR,M
2020,9,21,7,13,PM,"445 State St., Springfield",OPERATOR,M
2020,9,21,1,43,PM,"2468 Washington St., Canton",OPERATOR,M
2020,9,19,12,50,AM,"I-95 NORTH, MM 75.1, Boxford",PASSENGER,F
2020,9,17,5,27,PM,"American Legion Hwy. + Clare Ave., Boston",OPERATOR,M
2020,9,17,8,1,AM,"Lancaster St. + Graham St., Leominster",PASSENGER,F
2020,9,16,5,37,AM,"66 E. Stahl Rd., Sheffield",OPERATOR,F
2020,9,13,2,15,AM,"469 State Rd., Westport",PASSENGER,F
2020,9,12,10,4,AM,"Amesbury Rd. + Brandy Brow Rd., Haverhill",BICYCLIST,M
2020,9,11,9,59,AM,"Kingman St., Lakeville",OPERATOR,F
2020,9,9,4,35,PM,"SR-79 SOUTH, Fall River",MOTORCYCLE: OPERATOR,M
2020,9,6,10,7,PM,"Sandwich Rd + Cranberry Hwy., Bourne",MOTORCYCLE: OPERATOR,F
2020,9,6,4,59,PM,"1st St. + E St., Boston",MOTORCYCLE: OPERATOR,M
2020,9,2,5,5,PM,"SR-24 NORTH, Taunton",OPERATOR,M
2020,9,2,12,5,PM,"US-44 + Wilmarth Bridge Rd., Rehoboth",OPERATOR,F
2020,9,1,3,7,PM,"N. Westfield St. + Yale Ave., Agawam",MOTORCYCLE: OPERATOR,M
