year,month,day,hour,minute,AM/PM,location,type,gender,lat,lon
2021,9,21,8,55,PM,"85 Plymouth St., Middleborough",MOTORCYCLE: OPERATOR,M,41.932553,-70.97039939999999
2021,9,21,8,42,AM,"35 Lynn St., Peabody",OPERATOR,M,42.5156301,-70.94527819999999
2021,9,20,4,3,PM,"1281 Washington St. (SR-53), Weymouth",PEDESTRIAN,M,42.1947173,-70.92436769999999
2021,9,19,2,39,PM,"Soldiers Field Rd., Boston",MOTORCYCLE: OPERATOR,M,42.3645558,-71.1359136
2021,9,19,1,40,PM,"369 Summer St. (SR-122), Barre",MOTORCYCLE: OPERATOR,M,42.4151211,-72.0969727
2021,9,18,10,53,PM,"46 Hathaway Rd., Dartmouth",MOTORCYCLE: OPERATOR,M,41.6418332,-70.97823500000001
2021,9,18,8,6,PM,"1365 Main St., Springfield",PEDESTRIAN,M,42.1022934,-72.589424
2021,9,15,1,15,PM,"North St. + Oak Ln., Agawam",OPERATOR,F,42.0848727,-72.6498688
2021,9,14,9,36,PM,"226 SR-28, Yarmouth",PEDESTRIAN,F,41.655846,-70.2554352
2021,9,14,2,49,PM,"Boston Rd. + Phillips Ave., Springfield",MOTORCYCLE: OPERATOR,M,42.1377995,-72.513907
2021,9,12,8,32,PM,"4925 State Hwy. (SR-6), Eastham",OPERATOR,F,41.8626276,-69.98595019999999
2021,9,12,7,42,PM,"Mechanic St., Westfield",PEDESTRIAN,M,42.123163,-72.745404
2021,9,12,6,27,PM,"638 North Main St., Leominster",MOTORCYCLE: OPERATOR,M,42.5527308,-71.76675759999999
2021,9,12,8,50,AM,"8 Winter St., Newburyport",OPERATOR,M,42.8121486,-70.87602799999999
2021,9,12,1,51,AM,"I-93 SOUTH, north of EXIT 40B, Andover",OPERATOR,M,42.6578153,-71.191265
2021,9,11,8,28,PM,"I-290 WEST, EXIT 26B, Shrewsbury",OPERATOR,M,42.3165241,-71.7261994
2021,9,10,11,25,PM,"201 Grand Ave., Falmouth",PEDESTRIAN,M,41.5463137,-70.5920984
2021,9,9,11,25,PM,"I-495 NORTH, MM 49, Milford",OPERATOR,M,42.1567654,-71.4890299
2021,9,9,11,24,PM,"Memorial Ave. + Circuit Ave., West Springfield",OPERATOR,F,42.095107,-72.61221499999999
2021,9,8,8,27,PM,"South St. + Winter St., Bridgewater",MOTORCYCLE: OPERATOR,M,41.9662771,-70.9803816
2021,9,4,11,43,PM,"463 State St., Springfield",PEDESTRIAN,M,42.1076573,-72.57709179999999
2021,9,4,7,33,PM,"I-91 SOUTH, MM 53.6, Bernardston",PASSENGER,M,42.7309431,-72.5701513
2021,9,4,12,49,PM,"Winter St., Saugus",PASSENGER,M,42.4588894,-71.0006001
2021,9,3,11,0,AM,"I-91 SOUTH, MM 9.4 (EXIT 108), West Springfield",OPERATOR,M,42.1356864,-72.6172264
2021,9,2,11,48,AM,"Pleasant St. + Thomas Dr., Framingham",OPERATOR,M,42.3044746,-71.4627634
2021,9,2,7,19,AM,"157 Bullock Rd., Freetown",OPERATOR,M,41.7415869,-71.00100809999999
2021,8,30,3,47,PM,"327 Moody St., Ludlow",OPERATOR,M,42.1918204,-72.5090381
2021,8,29,6,45,PM,"SR-2 WEST, MM 100.8, Leominster",PEDESTRIAN,M,42.546666,-71.7621342
2021,8,28,4,57,PM,"Rhode Island Ave. + Orswell St., Fall River",MOTORCYCLE: OPERATOR,M,41.680906,-71.1634105
2021,8,28,1,22,PM,"1563 Fall River Ave., Seekonk",OPERATOR,M,41.7848566,-71.3132699
2021,8,28,11,58,AM,"South Rd. + Stonewood Ln., Chilmark",MOTORCYCLE: PASSENGER,F,41.3725441,-70.6827997
2021,8,28,5,7,AM,"I-92 SOUTH, north of EXIT 31, Wilmington",MOTORCYCLE: OPERATOR,F,,
2021,8,28,3,48,AM,"740 Burt St., Taunton",OPERATOR,F,41.8899636,-71.1697539
2021,8,27,11,11,PM,"Lynn St. + Washington St., Peabody",OPERATOR,F,42.5178074,-70.9432954
2021,8,27,7,15,PM,"Humboldt Ave. + Hutchings St., Boston",MOTORCYCLE: OPERATOR,M,42.3111764,-71.0911059
2021,8,27,10,17,AM,"I-95 NORTH, ramp to I-90, Newton",OPERATOR,M,36.8779954,-77.4037357
2021,8,27,8,1,AM,"SR-16 WEST, prior to Locust St., Medford",MOTORCYCLE: OPERATOR,M,42.4081071,-71.0930138
2021,8,25,2,12,PM,"Cornell St. + Washington St., Boston",OPERATOR,M,42.2795479,-71.1355308
2021,8,24,1,12,PM,"50 Shawsheen Rd., Bedford",OPERATOR,M,42.4893443,-71.2575868
2021,8,22,6,56,PM,"191 Chapin St., Ludlow",PASSENGER,M,42.1592106,-72.44238849999999
2021,8,22,5,45,PM,"I-91 SOUTH, MM 13.6, Holyoke",PASSENGER,F,42.2215285,-72.6357634
2021,8,22,5,45,PM,"I-91 SOUTH, MM 13.6, Holyoke",OPERATOR,M,42.2215285,-72.6357634
2021,8,22,5,45,PM,"I-91 SOUTH, MM 13.6, Holyoke",OPERATOR,F,42.2215285,-72.6357634
2021,8,21,9,24,AM,"143 Neponset St., Canton",OPERATOR,F,42.1546485,-71.15171389999999
2021,8,21,3,22,AM,"422 Pine St., Agawam",MOTORCYCLE: OPERATOR,M,42.0381454,-72.685677
2021,8,20,4,45,PM,"I-290 EAST, EXIT 34A, Marlborough",OPERATOR,M,42.3546874,-71.6097421
2021,8,18,6,2,PM,"SR-12 + The Causeway, West Boylston",MOTORCYCLE: OPERATOR,M,42.3667589,-71.78562699999999
2021,8,18,11,58,AM,"Tremont St. + Agricultural Ave., Rehoboth",PASSENGER,M,41.8940501,-71.2876371
2021,8,18,11,0,AM,"326 Lincoln St., Worcester",MOTORCYCLE: OPERATOR,F,42.2881252,-71.7888215
2021,8,17,6,30,AM,"36 Ireland St., Chesterfield",OPERATOR,M,42.3989643,-72.8747674
2021,8,16,4,30,PM,"167 Main St., Stoneham",MOTORCYCLE: OPERATOR,M,42.4462973,-71.067804
2021,8,16,9,45,AM,"Old Chatham Rd. + Depot St., Harwich",OPERATOR,M,41.7014479,-70.11991979999999
2021,8,16,8,30,AM,"278 Main St., Bourne",PEDESTRIAN,F,41.7508609,-70.5988606
2021,8,16,6,54,AM,"Sandwich Rd. + Greenwood St., Falmouth",OPERATOR,F,41.589455,-70.582833
2021,8,16,1,22,AM,"East Britannia St., Raynham",OPERATOR,F,41.9223548,-71.0834193
2021,8,14,12,50,AM,"County Rd. + Eastville Ave., Oak Bluffs",OPERATOR,M,41.46064500000001,-70.57612
2021,8,13,9,29,PM,"612 Monponsett St., Hanson",MOTORCYCLE: OPERATOR,M,42.0285242,-70.8443031
2021,8,13,9,29,PM,"612 Monponsett St., Hanson",MOTORCYCLE: PASSENGER,F,42.0285242,-70.8443031
2021,8,13,3,36,PM,"Pauline St. + Hagman Rd., Winthrop",OPERATOR,F,42.3761028,-70.9870074
2021,8,12,12,45,PM,"Centre St. + Park St., Boston",MOTORCYCLE: OPERATOR,M,42.2851226,-71.1564582
2021,8,11,6,50,PM,"1079 South St., Tewksbury",OPERATOR,M,42.5986125,-71.1825935
2021,8,10,5,48,PM,"Ridge St. + Middle St., Fall River",MOTORCYCLE: OPERATOR,F,41.692971,-71.161748
2021,8,10,9,20,AM,"Western Ave. + Washington St., Lynn",MOTORCYCLE: OPERATOR,F,42.4697912,-70.9568895
2021,8,8,8,46,AM,"910 Central St., East Bridgewater",MOTORCYCLE: OPERATOR,M,42.0372733,-70.9310185
2021,8,8,4,23,AM,"I-93 NORTH, 1 mile south of EXIT 42N, Andover",OPERATOR,M,43.2897137,-71.5707282
2021,8,6,9,48,PM,"9 Graf Rd., Newburyport",PEDESTRIAN,M,42.8046656,-70.8824145
2021,8,6,9,30,PM,"I-95 NORTH, MM 37.0, Wellesley",MOTORCYCLE: OPERATOR,M,42.3197759,-71.2389274
2021,8,6,7,3,PM,"I-90 WEST, MM 130.2, Boston",PEDESTRIAN,M,42.3563594,-71.1194668
2021,8,6,2,10,PM,"75 E. Charlton Rd. + 251 Fiske Hill Rd., Sturbridge",PASSENGER,F,42.1067819,-72.0610323
2021,8,6,2,10,PM,"75 E. Charlton Rd. + 251 Fiske Hill Rd., Sturbridge",OPERATOR,M,42.1067819,-72.0610323
2021,8,5,10,17,PM,"222 Still River Rd., Harvard",OPERATOR,M,42.4904139,-71.6190574
2021,8,5,6,9,PM,"262 Forbes Rd., Braintree",MOTORCYCLE: PASSENGER,F,42.21723730000001,-71.0370087
2021,8,5,12,58,AM,"I-95 NORTH, north of MM 22.8, Canton",PASSENGER,F,42.1921921,-71.1518321
2021,8,3,10,58,PM,"SR-2 EAST, MM 78.4, Phillipston",OPERATOR,F,42.5720289,-72.1330374
2021,8,3,10,58,PM,"SR-2 EAST, MM 78.4, Phillipston",OPERATOR,M,42.5720289,-72.1330374
2021,8,3,4,35,PM,"77 Main St., Taunton",PEDESTRIAN,F,41.90146620000001,-71.0904106
2021,8,1,2,5,AM,"780 East Falmouth Hwy., Falmouth",OPERATOR,M,41.57854589999999,-70.546457
2021,7,31,4,59,PM,"395 Blossom St., Fitchburg",MOTORCYCLE: OPERATOR,M,42.5925139,-71.7928508
2021,7,31,2,9,PM,"60 Grafton St., Millbury",MOTORCYCLE: OPERATOR,M,42.1921965,-71.7412262
2021,7,30,6,9,PM,"100 County Rd., Ipswich",BICYCLIST,M,42.672203,-70.83539200000001
2021,7,27,11,52,PM,"947 Providence Hwy. + Elm St., Dedham",PEDESTRIAN,M,42.2331535,-71.1807309
2021,7,27,11,40,PM,"12 Central St., Abington",OPERATOR,F,42.1162596,-70.93163299999999
2021,7,27,6,20,PM,"189 Millbury Ave., Millbury",OPERATOR,M,42.2136332,-71.7558431
2021,7,27,5,58,PM,"832 East St., Walpole",PEDESTRIAN,F,42.1468283,-71.24618869999999
2021,7,25,9,29,PM,"746 Westfield St., West Springfield",OPERATOR,F,42.1037165,-72.6360488
2021,7,24,10,24,PM,"94 John Gilbert Rd., West Brookfield",OPERATOR,M,42.2696383,-72.1690559
2021,7,24,4,30,AM,"I-95 NORTH, EXIT 27, Dedham",PASSENGER,M,42.2370072,-71.1923684
2021,7,24,2,9,AM,"75 Dorchester St., Quincy",MOTORCYCLE: OPERATOR,M,42.2996446,-71.0147226
2021,7,23,12,5,PM,"I-91 SOUTH, MM 8.3, Chicopee",MOTORCYCLE: OPERATOR,M,42.1356864,-72.6172264
2021,7,22,11,16,PM,"130 Bay St., Taunton",OPERATOR,M,41.91548510000001,-71.0943234
2021,7,17,2,45,AM,"187 Pleasant St. Ralph Talbot St., Weymouth",PEDESTRIAN,F,42.1758945,-70.9472728
2021,7,16,8,55,PM,"55 Iyannough Rd. (SR-28), Barnstable",MOTORCYCLE: PASSENGER,F,41.658524,-70.27278129999999
2021,7,16,2,15,AM,"I-495 SOUTH, south of EXIT 92, Lowell",OPERATOR,M,42.6144725,-71.301353
2021,7,15,7,17,PM,"64 Andover St., Danvers",MOTORCYCLE: OPERATOR,M,42.551267,-70.9587202
2021,7,15,11,10,AM,"I-93 SOUTH, south of EXIT 18N Mass Ave., Boston",OPERATOR,M,42.3509305,-71.0892652
2021,7,15,6,7,AM,"Mill St. + County St., New Bedford",MOTORCYCLE: OPERATOR,M,41.6379476,-70.93090210000001
2021,7,13,5,14,PM,"East Main St., I-95 overpass, Georgetown",PASSENGER,M,36.8779954,-77.4037357
2021,7,13,8,54,AM,"Wilbraham Rd. + Massachusetts Ave., Springfield",PEDESTRIAN,F,42.1119733,-72.5581103
2021,7,10,11,52,AM,"80 Bellingham St., Chelsea",PEDESTRIAN,M,42.3919528,-71.0308106
2021,7,9,4,34,PM,"SR-24 SOUTH, EXIT 28A on ramp, West Bridgewater",OPERATOR,M,42.0176272,-71.0459131
2021,7,8,12,29,PM,"710 North Main St., West Bridgewater",OPERATOR,F,42.0381594,-71.00908
2021,7,6,3,24,PM,"N. Westfield St. + Parkedge Dr., Agawam",PASSENGER,M,42.0987489,-72.6847049
2021,7,5,10,3,PM,"SR-2A EAST, 49 South Main St., Athol",OPERATOR,M,42.5925855,-72.2401181
2021,7,4,7,45,PM,"SR-140 NORTH, MM 6.2, New Bedford",OPERATOR,M,41.6932806,-70.9474864
2021,7,4,7,45,PM,"SR-140 NORTH, MM 6.2, New Bedford",PASSENGER,F,41.6932806,-70.9474864
2021,7,3,6,55,AM,"Weld St., West Roxbury",PEDESTRIAN,F,42.2934638,-71.1453628
2021,6,30,7,30,PM,"SR-79 SOUTH, north of North Main St., Fall River",OPERATOR,M,41.7341785,-71.1339919
2021,6,30,5,33,PM,"348 Central St., Franklin",MOTORCYCLE: OPERATOR,M,42.0872416,-71.41171489999999
2021,6,30,12,21,AM,"5 Granite St., Bellingham",PASSENGER,F,42.1321652,-71.466229
2021,6,28,8,46,PM,"1317 Washington St., Stoughton",MOTORCYCLE: OPERATOR,M,42.110413,-71.1001952
2021,6,28,8,46,PM,"1317 Washington St., Stoughton",MOTORCYCLE: PASSENGER,F,42.110413,-71.1001952
2021,6,26,9,32,PM,"63 Mulberry St., Springfield",OPERATOR,F,42.1017356,-72.5782497
2021,6,26,8,15,PM,"Fort Ave., south of Winter Island Rd., Salem",MOTORCYCLE: OPERATOR,M,42.5310844,-70.87297029999999
2021,6,26,1,49,AM,"2425 Main St., Warren",OPERATOR,M,41.7303793,-71.2825493
2021,6,25,1,5,AM,"I-291 EAST, MM 5.0, Chicopee",PASSENGER,M,42.139729,-72.5527844
2021,6,23,6,59,PM,"Normandy Rd. WEST + Rose Kennedy Ln., Framingham",PEDESTRIAN,M,42.2912705,-71.4135228
2021,6,22,1,32,PM,"Central St. + Sawyer Hill Rd., Berlin",PASSENGER,F,42.3880738,-71.61768889999999
2021,6,22,12,29,PM,"I-90 EAST, MM 131.0, Boston",MOTORCYCLE: OPERATOR,M,42.3563594,-71.1194668
2021,6,22,9,58,AM,"I-93 NORTH, south of EXIT 30, Woburn",OPERATOR,M,42.5030573,-71.1190204
2021,6,21,7,58,PM,"US-20, east of I-495, Marlborough",MOTORCYCLE: OPERATOR,M,42.3453534,-71.5506802
2021,6,21,12,45,PM,"US-3 SOUTH, Eel River, Plymouth",OPERATOR,F,41.93175343317785,-70.62242289668261
2021,6,20,11,14,PM,"President Ave. + High St., Fall River",OPERATOR,M,41.7153619,-71.14807909999999
2021,6,20,8,0,PM,"Columbia Rd. + Kosciuszko Cir., Boston",PEDESTRIAN,M,42.3204916,-71.0571188
2021,6,19,4,15,PM,"East Broadway + N St., Boston",MOTORCYCLE: OPERATOR,M,42.3357122,-71.03128149999999
2021,6,19,2,57,PM,"53 Catacunemaug Rd., Shirley",MOTORCYCLE: OPERATOR,M,42.5503314,-71.6673658
2021,6,19,11,58,AM,"356 Turnpike St. + Cinnamon Cir., Easton",OPERATOR,M,42.019384,-71.06572469999999
2021,6,18,1,43,PM,"I-90 EAST, MM 50.8, Chicopee",OPERATOR,F,42.1683488,-72.5687108
2021,6,17,3,31,PM,"46 Daggett Dr., West Springfield",PEDESTRIAN,F,42.1318511,-72.6242269
2021,6,17,8,59,AM,"Dwight St. + I-291 WEST off ramp, Springfield",OPERATOR,F,42.1048791,-72.5898556
2021,6,16,11,30,PM,"I-95 SOUTH, .5 mile north of EXIT 28, Dedham",OPERATOR,M,36.8779954,-77.4037357
2021,6,16,8,1,PM,"Reservoir St. + Red Spring Rd., Marlborough",MOTORCYCLE: OPERATOR,M,42.3647932,-71.5550133
2021,6,15,3,4,PM,"I-95 NORTH, prior to SR-113, Newburyport",OPERATOR,M,42.813898,-70.9152693
2021,6,13,12,56,AM,"US-6, EXIT 78A, Dennis",OPERATOR,F,41.696943,-70.157675
2021,6,12,6,7,PM,"Eastern Ave. + County St., Fall River",MOTORCYCLE: OPERATOR,M,41.693361,-71.1307882
2021,6,11,2,30,PM,"Willow St. + Richmond St., New Bedford",PEDESTRIAN,M,41.64725199999999,-70.938518
2021,6,11,10,42,AM,"1110 Parker St., Springfield",OPERATOR,M,42.1195096,-72.4989219
2021,6,9,10,51,AM,"SR-107 NORTH, MM 3.0, Saugus",OPERATOR,F,42.4441129,-70.9863649
2021,6,8,7,30,PM,"I-391 SOUTH, EXIT 4, Chicopee",OPERATOR,M,42.1625569,-72.611435
2021,6,8,7,30,PM,"I-391 SOUTH, EXIT 4, Chicopee",OPERATOR,F,42.1625569,-72.611435
2021,6,8,2,36,PM,"SR-24 NORTH, MM 0.8, Fall River",OPERATOR,M,41.7139864,-71.1179676
2021,6,8,9,9,AM,"SR-16 + Vinal St., Revere",OPERATOR,M,42.40360769999999,-71.0082652
2021,6,8,6,34,AM,"SR-2 EAST, MM 38.4, Shelburne",PEDESTRIAN,F,44.080511,-80.204545
2021,6,7,10,54,AM,"East St. + Newell St., Pittsfield",MOTORCYCLE: OPERATOR,M,42.4531334,-73.22650100000001
2021,6,6,8,26,PM,"153 Millers Falls Rd., Northfield",MOTORCYCLE: OPERATOR,M,42.6165426,-72.4716256
2021,6,6,7,6,PM,"2344 Acushnet Ave., New Bedford",MOTORCYCLE: PASSENGER,F,41.686203,-70.924019
2021,6,6,5,25,PM,"303 Wilmarth St., Attleboro",OPERATOR,M,41.9191589,-71.243825
2021,6,5,1,15,AM,"Pantry Rd. + Mountain Rd., Hatfield",MOTORCYCLE: OPERATOR,M,42.41306,-72.6288972
2021,6,2,1,9,PM,"Lindelof Ave. + Technology Center Dr., Stoughton",PASSENGER,F,42.16064129999999,-71.0639555
2021,5,31,11,15,PM,"I-495 SOUTH, .5 mile south of I-93, Andover",OPERATOR,M,42.1567654,-71.4890299
2021,5,31,12,25,AM,"Broadway, Everett",OPERATOR,F,47.9644231,-122.2009926
2021,5,30,8,47,PM,"I-95 NORTH, prior to EXIT 54, Woburn",OPERATOR,M,36.8779954,-77.4037357
2021,5,30,4,31,PM,"300 Sandwich Rd., Bourne",OPERATOR,F,41.7572915,-70.5702123
2021,5,29,12,19,AM,"Bradford St. Bangs St., Provincetown",PEDESTRIAN,M,42.0568579,-70.18024559999999
2021,5,28,12,11,PM,"I-93 SOUTH, prior to EXIT 35, Tewksbury",OPERATOR,M,43.2897137,-71.5707282
2021,5,25,5,17,PM,"Stevens St. + Parker St., Lowell",PEDESTRIAN,M,42.6273568,-71.33221329999999
2021,5,25,12,30,PM,"US-6 EAST, Bourne",OPERATOR,F,41.716826,-70.049564
2021,5,25,1,29,AM,"Old Plymouth Rd. + Ocean Pines Dr., Bourne",OPERATOR,M,41.794421,-70.537474
2021,5,24,10,24,PM,"1045 Boston Rd., Springfield",OPERATOR,M,42.1385629,-72.50944040000002
2021,5,23,4,51,PM,"97 Cave Hill Rd., Leverett",MOTORCYCLE: OPERATOR,M,42.4965956,-72.4979338
2021,5,22,2,35,PM,"297 Central Turnpike, Sutton",MOTORCYCLE: OPERATOR,F,42.139503,-71.7422761
2021,5,22,1,34,AM,"Newport Ave. + Willow Ave., Quincy",PEDESTRIAN,M,42.2601047,-71.0138841
2021,5,21,3,55,PM,"451 Hillside Rd. NORTH, Westfield",OPERATOR,M,42.09571,-72.78105769999999
2021,5,20,11,31,PM,"213 Main St., Williamstown",MOTORCYCLE: OPERATOR,M,39.6843876,-74.9934275
2021,5,20,11,5,AM,"50 Lynnway, Lynn",OPERATOR,F,42.457201,-70.9388439
2021,5,19,6,52,AM,"Main St. + Bacon St., Waltham",PEDESTRIAN,M,42.3762675,-71.242777
2021,5,18,10,20,PM,"US-1 NORTH + Broadway, Saugus",PEDESTRIAN,F,42.4670006,-71.0253239
2021,5,18,10,20,AM,"2 Boland St., Springfield",PEDESTRIAN,M,42.101928,-72.591938
2021,5,17,10,8,AM,"110 Broadway, Methuen",PEDESTRIAN,F,42.7217354,-71.1819849
2021,5,16,9,25,PM,"1138 Worcester Rd., SR-9 EAST, Framingham",OPERATOR,F,42.2988003,-71.4436837
2021,5,16,5,28,PM,"Boylston St. + Brunswick St., Lowell",MOTORCYCLE: OPERATOR,M,42.6261788,-71.285423
2021,5,15,7,34,PM,"Pleasant St. + Varley Rd., Marlborough",MOTORCYCLE: OPERATOR,M,42.363484,-71.57229699999999
2021,5,15,2,9,PM,"SR-9 + Enoch Sanford Rd., Belchertown",MOTORCYCLE: OPERATOR,M,42.2732946,-72.33826359999999
2021,5,13,10,10,PM,"I-95 SOUTH + ramp to I-95 SOUTH to SR-110, Amesbury",OPERATOR,M,36.8779954,-77.4037357
2021,5,13,7,14,PM,"Broadway St. + Fletcher St., Lowell",MOTORCYCLE: OPERATOR,M,42.6439891,-71.3204459
2021,5,13,3,21,PM,"Bernardston Rd., I-91 OVERPASS, Greenfield",OPERATOR,F,42.6174262,-72.5941769
2021,5,13,1,47,PM,"21 Collins St., Salisbury",PEDESTRIAN,M,42.870235,-70.8644623
2021,5,12,8,44,PM,"70 Grove St., North Brookfield",MOTORCYCLE: OPERATOR,M,42.2736155,-72.08280859999999
2021,5,12,2,22,PM,"American Legion Hwy. + Walk Hill St., Boston",PASSENGER,F,42.287653,-71.1066739
2021,5,11,9,48,PM,"50 Main St., Medway",MOTORCYCLE: OPERATOR,M,42.1417641,-71.3967256
2021,5,8,9,0,PM,"5 Maple St., Norton",MOTORCYCLE: OPERATOR,M,41.9446976,-71.2214505
2021,5,6,4,36,PM,"Abbey Memorial Dr., Chicopee",OPERATOR,M,42.1407497,-72.5842068
2021,5,5,2,55,PM,"673 Plymouth St., Bridgewater",OPERATOR,M,41.9897581,-70.95089519999999
2021,5,5,2,40,PM,"East St. + Housatonic St., Lenox",BICYCLIST,M,42.35564979999999,-73.2593949
2021,5,1,11,43,AM,"SR-28 + County Rd., Rochester",MOTORCYCLE: OPERATOR,M,42.402893,-71.04052
2021,4,29,2,46,AM,"I-95 SOUTH, MM 5, Attleboro",OPERATOR,M,41.933682,-71.3200979
2021,4,29,2,29,AM,"South Union St. + Winthrop Ave., Lawrence",PASSENGER,F,42.6924735,-71.1534322
2021,4,28,1,9,AM,"I-93 NORTH, EXIT 38, Wilmington",MOTORCYCLE: OPERATOR,M,42.5675509,-71.1456444
2021,4,27,12,15,PM,"I-495 SOUTH, north of EXIT 38, Tewksbury",OPERATOR,M,42.6351523,-71.2483329
2021,4,27,12,10,AM,"1390 Hanover St. (SR-139), Hanover",OPERATOR,M,42.1184045,-70.88125330000001
2021,4,25,3,8,AM,"221 Flanders Rd., Westborough",PASSENGER,M,42.269673,-71.5511358
2021,4,25,3,8,AM,"221 Flanders Rd., Westborough",OPERATOR,M,42.269673,-71.5511358
2021,4,24,12,16,PM,"Government Dr., Pittsfield",MOTORCYCLE: OPERATOR,M,42.4497347,-73.2584327
2021,4,24,2,28,AM,"SR-140 NORTH, EXIT 7 - Braley Rd. ramp, New Bedford",PEDESTRIAN,M,41.7667493,-70.96696299999999
2021,4,23,3,22,PM,"I-90 EAST, MM 14.8, Becket",OPERATOR,M,42.244925,-73.0812622
2021,4,22,12,43,PM,"Main St. (SR-228) + Middle St. + Short St., Hingham",MOTORCYCLE: OPERATOR,M,42.2418172,-70.889759
2021,4,19,4,44,PM,"Maranda St. + Sunderland Rd., Worcester",OPERATOR,F,42.2474279,-71.76733209999999
2021,4,19,12,40,PM,"Curran Memorial Hwy. + South State St., North Adams",MOTORCYCLE: OPERATOR,M,42.663325,-73.1073075
2021,4,17,6,4,PM,"I-84 EAST, MM 6.6, Sturbridge",PASSENGER,F,41.5478512,-73.7437548
2021,4,17,6,4,PM,"I-84 EAST, MM 6.6, Sturbridge",OPERATOR,F,41.5478512,-73.7437548
2021,4,17,6,4,PM,"I-84 EAST, MM 6.6, Sturbridge",OPERATOR,F,41.5478512,-73.7437548
2021,4,17,12,57,AM,"109 Elm St. + Mountain Ash Ln., Pembroke",OPERATOR,M,42.090358,-70.764252
2021,4,17,12,57,AM,"109 Elm St. + Mountain Ash Ln., Pembroke",PASSENGER,M,42.090358,-70.764252
2021,4,16,1,13,PM,"Puritan Rd. + Deer Cove Rd., Swampscott",OPERATOR,M,42.46970049999999,-70.89437
2021,4,15,9,8,PM,"I-190 NORTH, MM 10.6, Sterling",PEDESTRIAN,M,42.4403548,-71.7715435
2021,4,14,8,22,PM,"102 Amherst Rd., Belchertown",MOTORCYCLE: OPERATOR,M,42.3119098,-72.4222199
2021,4,14,4,9,PM,"158 Concord Rd., Billerica",OPERATOR,M,42.547907,-71.2781953
2021,4,13,11,57,PM,"I-195 EAST, MM 2.6, Seekonk",OPERATOR,M,41.794688,-71.3152291
2021,4,13,11,18,AM,"Cabot St. + Merrimack St., Lowell",PEDESTRIAN,M,42.64826499999999,-71.3189846
2021,4,13,4,16,AM,"I-93 SOUTH, EXIT 6, Braintree",PEDESTRIAN,M,42.2217719,-71.0332471
2021,4,12,8,40,PM,"McGrath Highway + Blakeley Ave., Somerville",PEDESTRIAN,M,42.3909525,-71.0868414
2021,4,11,7,39,PM,"47 Forest St., Peabody",PEDESTRIAN,M,42.5290711,-70.9514524
2021,4,11,7,27,PM,"14 Belmont St., Northborough",OPERATOR,F,42.282424,-71.662019
2021,4,11,6,41,AM,"12 Huntoon Memorial Hwy., Leicester",MOTORCYCLE: OPERATOR,M,42.2188293,-71.911751
2021,4,10,10,16,PM,"361 Miller St. WEST + Cislak Dr., Ludlow",MOTORCYCLE: OPERATOR,M,42.1773927,-72.4436285
2021,4,10,9,48,PM,"35 W Main St., Marlborough",PEDESTRIAN,M,42.345971,-71.5545448
2021,4,10,9,12,AM,"US-1 SOUTH, north of Sargent St., Revere",OPERATOR,M,42.4268148,-71.0215142
2021,4,9,7,20,AM,"US-3 SOUTH, MM 35, Hingham",OPERATOR,M,42.2418172,-70.889759
2021,4,7,3,28,AM,"1425 Blue Hill Ave., Milton",OPERATOR,M,42.2224113,-71.1192779
2021,4,5,5,35,AM,"Gorham St. + Lowell Connector, Lowell",OPERATOR,M,42.6353178,-71.3089712
2021,4,4,8,24,PM,"554 Forest St., Bridgewater",OPERATOR,M,41.9567693,-71.0008737
2021,4,3,12,0,PM,"I-91 NORTH, MM 17.4, Holyoke",OPERATOR,M,42.2215285,-72.6357634
2021,4,3,12,0,PM,"I-91 NORTH, MM 17.4, Holyoke",OPERATOR,F,42.2215285,-72.6357634
2021,4,2,8,17,PM,"Elm St. + Bridge St., Templeton",MOTORCYCLE: OPERATOR,M,42.6103622,-72.075869
2021,4,2,6,19,PM,"245 Southwest Cutoff, Worcester",OPERATOR,M,42.2273844,-71.7581397
2021,3,30,5,35,PM,"Groton Rd. + North St., Westford",BICYCLIST,M,42.6082342,-71.4690385
2021,3,29,4,15,AM,"Jacobs Ladder Rd. + Jesters Ln., Becket",OPERATOR,M,42.2583395,-73.0798447
2021,3,28,2,0,AM,"SR-18 SOUTH + Union St., New Bedford",PASSENGER,F,41.6333531,-70.9345663
2021,3,25,11,3,PM,"I-195 WEST, MM 22.6, prior to EXIT 22B, Dartmouth",OPERATOR,M,,
2021,3,25,8,10,PM,"Parker St. + Ellery St., Springfield",MOTORCYCLE: OPERATOR,M,42.1385064,-72.4959051
2021,3,21,12,43,PM,"94 Main St. + Baker St., Kingston",MOTORCYCLE: OPERATOR,M,41.9317364,-74.02041280000002
2021,3,20,4,37,PM,"I-290 WEST, west of EXIT 19, MM 8.0, Worcester",OPERATOR,M,42.2625932,-71.8022934
2021,3,19,2,9,AM,"1395 Allen St., Springfield",OPERATOR,M,42.0955523,-72.5142825
2021,3,18,11,50,PM,"I-91 SOUTH, EXIT 8, Springfield",PASSENGER,M,43.1595493,-72.4672609
2021,3,17,7,36,PM,"511 Broadway, Everett",PEDESTRIAN,M,42.3924714,-71.03439879999999
2021,3,17,1,58,PM,"I-90 EAST, MM 131.6, Boston",OPERATOR,M,42.3563594,-71.1194668
2021,3,13,1,43,PM,"487 Washington St., Auburn",OPERATOR,F,42.1883353,-71.8292125
