year,month,day,hour,minute,AM/PM,location,type,gender,lat,lon,node_1,node_2
2021,12,24,8,27,AM,"I-495 SOUTH, MM 56.6, Hopkinton",OPERATOR,M,42.2252332,-71.548498,63097326,63085049
2021,12,23,11,51,AM,"I-95 NORTH, EXIT 12A, Mansfield",OPERATOR,M,42.0294924,-71.25378,67825816,67859452
2021,12,21,5,38,PM,"86 Prichard Ave., Somerville",OPERATOR,M,42.397365,-71.1104929,61176231,71939106
2021,12,21,2,24,PM,"1221 Northampton St. + George St., Holyoke",PEDESTRIAN,M,42.2225305,-72.6295354,63014518,62970721
2021,12,20,5,19,PM,"204 Bridge St., Dedham",PEDESTRIAN,F,42.264509,-71.177041,65878330,2200175490
2021,12,20,3,5,PM,"SR-8, MM 7.3, Sandisfield",OPERATOR,M,42.1130252,-73.0715038,74669141,74686646
2021,12,18,4,42,PM,"16 Pleasant St., Upton",OPERATOR,M,42.1692709,-71.6084877,68704947,68745366
2021,12,18,2,17,AM,"700 James St., Chicopee",OPERATOR,M,42.1993439,-72.56699549999999,64769285,64790069
2021,12,17,4,44,PM,"154 Wattaquadock Hill Rd., Bolton",MOTORCYCLE: OPERATOR,M,42.4293135,-71.6224414,74842140,74883860
2021,12,17,3,9,AM,"I-495 SOUTH, prior to EXIT 111, Haverhill",OPERATOR,M,42.1567654,-71.4890299,67162836,67165765
2021,12,15,6,20,AM,"280 Washington St., Brighton",PEDESTRIAN,F,42.348129,-71.1501943,61370623,61479646
2021,12,13,9,10,PM,"Western Ave. + Leo Birmingham Pkwy., Brighton",OPERATOR,F,42.361618,-71.1458822,61354094,991965594
2021,12,12,9,27,PM,"East St. & Kerri Anne Dr., Brockton",OPERATOR,M,42.0628871,-70.9920289,64022562,64071028
2021,12,12,2,2,AM,"Main St. + Cross St., Woburn",OPERATOR,M,42.4660296,-71.1461296,74314042,74373271
2021,12,10,12,23,PM,"1000 Turnpike St., Canton",OPERATOR,M,42.1520927,-71.1051421,64709004,64718635
2021,12,9,6,49,AM,"Carlton Circle, Ayer",OPERATOR,F,41.5956879,-70.5757002,67510172,4297170116
2021,12,8,11,28,PM,"70 Talbot Ave., Boston",OPERATOR,M,42.29399859999999,-71.0844484,61392931,61458465
2021,12,8,2,48,PM,"Dwight St. & State St., Springfield",PEDESTRIAN,F,42.1020732,-72.58572219999999,70151127,70188221
2021,12,8,1,12,PM,"837 Grove St., Worcester",OPERATOR,F,42.3104125,-71.82482449999999,74436389,74444749
2021,12,7,11,41,AM,"Hancock St. + School St., Quincy",OPERATOR,M,42.2454188,-71.00018419999999,73047954,1071675282
2021,12,7,5,19,AM,"SR-18 NORTH + Walnut St., New Bedford",OPERATOR,M,41.6317743,-70.9255827,67001217,66926532
2021,12,6,12,35,AM,"Pleasant St. + Elm St., Bridgewater",OPERATOR,M,41.969457,-71.01837499999999,63743234,63756267
2021,12,5,6,50,PM,"840 Pleasant St., Barre",OPERATOR,M,42.4424772,-72.1185417,69482599,69605833
2021,12,5,5,57,PM,"943 Main St. + Smiley Ave., Haverhill",OPERATOR,F,42.8027226,-71.0954833,330306848,330303257
2021,12,5,5,35,PM,"I-291 WEST, south of EXIT 3, Springfield",PEDESTRIAN,M,42.1266062,-72.5678652,70020773,70148332
2021,12,5,12,1,PM,"257 Washington St., Sherborn",OPERATOR,F,42.2195088,-71.40528309999999,62896522,75262085
2021,12,4,9,43,PM,"SR-146 NORTH, MM 0.8, Uxbridge",OPERATOR,M,42.0565106,-71.6410891,68816000,68853520
2021,12,4,9,21,PM,"65 Brown St., Weston",OPERATOR,M,42.336787,-71.3120821,72883340,920030160
2021,12,3,10,38,PM,"Crosby Rd., west of Sue Ann Dr., Dracut",OPERATOR,M,42.689894,-71.325388,66436219,66472583
2021,12,2,10,21,PM,"I-495 SOUTH, EXIT 103, Lawrence",OPERATOR,M,42.6977819,-71.1421216,68339445,68419078
2021,12,2,6,55,PM,"292 June St., Worcester",OPERATOR,M,42.2598105,-71.8452509,74703470,74734202
2021,12,2,1,46,PM,"161 Howard St., Easton",OPERATOR,M,41.9956379,-71.1006827,66403016,69325184
2021,12,1,4,0,PM,"Southbridge St. + Harrison Ave., Auburn",OPERATOR,F,42.2084538,-71.831074,66657233,66698342
2021,11,30,12,54,PM,"North Main St. + Wright St., Palmer",PEDESTRIAN,M,42.1679001,-72.34463079999999,70298332,70332225
2021,11,30,7,10,AM,"172 Winslow Gray Rd. NORTH, Yarmouth",PEDESTRIAN,M,41.656263,-70.22132289999999,74998208,75099670
2021,11,29,9,19,PM,"34 North Worcester St., Norton",MOTORCYCLE: OPERATOR,M,41.9532828,-71.2321958,69274075,69298911
2021,11,29,10,25,AM,"I-190 NORTH, EXIT 7, Lancaster",OPERATOR,F,42.422715,-71.7831059,70424629,70371441
2021,11,28,12,25,PM,"SR-38 & Fulbright St., Medford",OPERATOR,M,42.4022285,-71.0982849,66452192,1095771626
2021,11,25,5,30,AM,"I-495 SOUTH, MM 33, Mansfield",OPERATOR,M,42.004663,-71.2220076,1623026541,65497336
2021,11,23,6,44,PM,"Lynnway + Newhall St., Lynn",PEDESTRIAN,M,42.4583924,-70.9393601,65230261,65254538
2021,11,22,6,50,PM,"I-90 EAST, MM 58.9, Wilbraham",OPERATOR,M,42.1657443,-72.4325518,65042722,65061759
2021,11,22,5,47,PM,"Orchard Rd. + Asher's Path EAST, Mashpee",PEDESTRIAN,F,41.628764,-70.4796859,66177576,66209195
2021,11,21,3,11,AM,"Sumner Tunnel ramp to Storrow Drive, Boston",PASSENGER,M,42.3520957,-71.0891144,61341279,61381894
2021,11,21,3,11,AM,"Sumner Tunnel ramp to Storrow Drive, Boston",OPERATOR,M,42.3520957,-71.0891144,61341279,61381894
2021,11,19,11,16,PM,"82 Folly Mill Rd., Salisbury",BICYCLIST,F,42.8827063,-70.894328,74593094,2648033537
2021,11,18,2,24,AM,"I-93 SOUTH, MM 13.6, Boston",OPERATOR,M,42.3141189,-71.0515489,61371753,2251836593
2021,11,18,2,9,AM,"SR-3 NORTH, MM 37.6, Weymouth",OPERATOR,M,42.188401,-70.939704,73173251,62562466
2021,11,17,2,55,AM,"885 Centre St., Brockton",OPERATOR,M,42.0866532,-70.9811263,64138941,64327365
2021,11,16,6,39,AM,"205 Worcester St., Springfield",OPERATOR,M,42.154131,-72.5380408,69965060,70246795
2021,11,13,5,25,AM,"I-495 SOUTH, MM 49.2, Milford",OPERATOR,M,42.1638604,-71.5029229,67258730,67230061
2021,11,13,3,59,AM,"253 Perkins Ave., Brockton",OPERATOR,M,42.0630415,-71.0039686,64177741,64283151
2021,11,12,2,54,PM,"718 Bedford St. SOUTH, East Bridgewater",OPERATOR,M,42.0531967,-70.95405540000002,65933824,66048454
2021,11,10,6,14,PM,"235 State St., Springfield",PEDESTRIAN,F,42.1030454,-72.58325719999999,70157293,2329383918
2021,11,10,3,56,PM,"SR-2 EAST, MM 75, Athol",MOTORCYCLE: OPERATOR,M,38.7906924,-92.3148621,67803880,5048170854
2021,11,9,5,11,PM,"1367 Main St., Brockton",PEDESTRIAN,F,42.0580997,-71.01425730000001,64190285,64288012
2021,11,9,7,15,AM,"I-495 NORTH + SR-138, Raynham",PEDESTRIAN,M,41.9498102,-71.0256768,63804543,63840630
2021,11,9,7,15,AM,"I-495 NORTH + SR-138, Raynham",OPERATOR,F,41.9498102,-71.0256768,63804543,63840630
2021,11,8,9,10,AM,"Franklin St. + Pine St., Stoneham",PASSENGER,F,42.478091,-71.09764799999999,70557687,70584358
2021,11,7,7,50,PM,"US-1 + Old Post Rd., Sharon",OPERATOR,M,37.2266918,-77.4013696,67803880,67804321
2021,11,5,11,0,PM,"East St. + King William Rd., Lenox",PASSENGER,M,42.3991804,-73.250194,64513126,64539161
2021,11,5,11,30,AM,"Washington St. + Dowling Rd., Brookline",PEDESTRIAN,F,42.33176419999999,-71.1211635,63570467,63557274
2021,11,5,1,14,AM,"1434 Page Blvd., Springfield",OPERATOR,F,42.1523067,-72.5324756,70096621,70242137
2021,11,4,4,18,PM,"149 Verge St., Springfield",OPERATOR,M,42.1468748,-72.4887425,70051165,70094049
2021,11,4,12,51,PM,"Maple St. + Hastings St., Mendon",OPERATOR,M,42.1047379,-71.55667810000001,66623166,66629530
2021,11,3,12,28,PM,"632 State St., Springfield",PEDESTRIAN,M,42.1101943,-72.57136950000002,70182946,70198247
2021,11,2,3,28,PM,"561 N. Main St., Leominster",MOTORCYCLE: OPERATOR,M,42.551139,-71.763808,64586038,64597640
2021,11,2,12,37,AM,"299 Page Blvd., Springfield",OPERATOR,M,42.1334642,-72.5601399,70198972,70291984
2021,11,1,12,55,PM,"Cabot St., near Willimansett Bridge, Holyoke",OPERATOR,M,42.1950184,-72.6012732,62985688,64787883
2021,11,1,12,55,PM,"Cabot St., near Willimansett Bridge, Holyoke",PASSENGER,F,42.1950184,-72.6012732,62985688,64787883
2021,11,1,1,44,AM,"I-90 EAST, MM 129.6, Boston",OPERATOR,M,42.3563594,-71.1194668,61457312,61349999
2021,11,1,1,15,AM,"SR-128 NORTH, EXIT 48, Wenham",OPERATOR,M,42.582425,-70.822257,2470639997,70870207
2021,10,30,1,3,AM,"Martin Luther King Jr. Blvd., Roxbury",OPERATOR,M,42.3195598,-71.0873164,61347126,61339555
2021,10,29,1,25,AM,"I-93 SOUTH, MM 12.8, Dorchester",MOTORCYCLE: OPERATOR,M,42.300644,-71.0485671,61352123,61352019
2021,10,28,12,7,PM,"SR-2 (Area of 1207), Shelburne",MOTORCYCLE: OPERATOR,M,42.593429,-72.681383,75311802,75326538
2021,10,28,7,8,AM,"29 Prospect St., Dartmouth",OPERATOR,M,41.59056169999999,-70.9435792,65642282,65677794
2021,10,28,1,30,AM,"SR-114 WEST, east of MM 14.8, Danvers",OPERATOR,M,42.558988,-70.9723921,65536694,65585250
2021,10,27,7,38,PM,"528 Southwest Cutoff, Worcester",PEDESTRIAN,M,42.2108955,-71.787823,67325697,67358113
2021,10,27,12,4,PM,"41 Mall Rd., Burlington",OPERATOR,F,42.4848754,-71.2051901,64517276,64520987
2021,10,26,6,53,AM,"Walk Hill St., Boston",PEDESTRIAN,F,42.2863568,-71.104965,61347679,61398869
2021,10,25,4,52,PM,"150 Lancaster St. (SR-110), West Boylston",OPERATOR,M,42.381664,-71.7664279,70894592,70906801
2021,10,21,1,55,PM,"704 North Quincy St., Brockton",PEDESTRIAN,M,42.1175011,-71.0003505,64039072,64111871
2021,10,21,12,51,AM,"SR-18 SOUTH + US-6 off ramp, New Bedford",MOTORCYCLE: OPERATOR,M,41.6362152,-70.93420499999999,66904749,66908218
2021,10,20,4,15,PM,"Granite Ave. + Hope Ave., Milton",MOTORCYCLE: OPERATOR,M,42.266302,-71.0451442,67425673,67464167
2021,10,19,8,52,AM,"125 Gardners Neck Rd., Swansea",OPERATOR,F,41.7458858,-71.1942602,68818781,68844201
2021,10,16,10,26,AM,"Theodore Glynn Way, Boston",PEDESTRIAN,F,42.330656,-71.0687683,61378064,61363164
2021,10,15,11,28,PM,"I-290 WEST, MM 9.2, Worcester",OPERATOR,M,42.2609917,-71.7933862,74519106,74689087
2021,10,14,6,44,PM,"North Main St. + Huntington St., Brockton",PEDESTRIAN,M,42.092908,-71.0192969,64291878,64300832
2021,10,14,10,53,AM,"1035 Bedford St. (SR-18 NORTH), Abington",OPERATOR,F,42.1323324,-70.9496181,61321987,61327824
2021,10,13,1,31,PM,"Essex St. + Winter St., Lawrence",PEDESTRIAN,F,42.7038757,-71.1702043,64171222,64187876
2021,10,10,7,2,PM,"Fletcher St. + Dutton St., Lowell",PEDESTRIAN,M,42.6411172,-71.31759819999999,64899697,64899792
2021,10,10,6,31,PM,"219 South Main St., Raynham",OPERATOR,M,41.9122813,-71.0639561,73307468,73326270
2021,10,10,5,1,PM,"828 Washington St., Weymouth",MOTORCYCLE: OPERATOR,M,42.2012477,-70.94341829999999,73158871,73193839
2021,10,10,1,52,AM,"Goldsberry St. + Worcester Police Dept., Worcester",PASSENGER,F,42.270917,-71.7981107,74600597,5107294588
2021,10,8,4,12,PM,"I-90 EAST, Charlton Service Plaza, Charlton",OPERATOR,F,42.156424,-71.96424209999999,64977234,65000933
2021,10,6,4,13,PM,"380 Elm St., Northampton",BICYCLIST,M,42.3240528,-72.6518025,68712325,68843701
2021,10,6,3,17,PM,"Strafford Rd., Wales",MOTORCYCLE: OPERATOR,M,42.044408,-72.201154,69071273,69080688
2021,10,4,10,45,AM,"1238B Bedford St. (SR-18 SOUTH), Abington",OPERATOR,F,42.1253551,-70.9496393,61320841,61333298
2021,10,4,9,45,AM,"66 Huttleston Ave., Fairhaven",PEDESTRIAN,F,41.6443605,-70.8999812,67074032,67087391
2021,10,2,12,9,AM,"95 Vaughn St., Middleborough",MOTORCYCLE: OPERATOR,M,41.8588025,-70.9155067,63835035,66996723
2021,10,1,10,17,PM,"5 Falmouth Heights Rd., Falmouth",OPERATOR,F,41.5546957,-70.5999557,67381330,67388105
2021,10,1,8,32,AM,"I-95 NORTH, EXIT 67B, Danvers",OPERATOR,M,42.57601,-70.9690531,65566393,65514893
2021,10,1,5,50,AM,"SR-6 WEST, MM 59.4, Sandwich",OPERATOR,M,41.758962,-70.493932,74730630,74823094
2021,9,29,10,19,AM,"860 Central Ave., Needham",PASSENGER,F,42.2909443,-71.25013620000001,68299938,68328680
2021,9,25,9,55,PM,"299 Turnpike Rd., Westborough",OPERATOR,F,42.2832599,-71.6549825,68971599,71675496
2021,9,25,8,29,PM,"Hyde Park Ave. + Ramsdell Ave., Boston",MOTORCYCLE: OPERATOR,M,42.2768396,-71.1194912,61347956,61355052
2021,9,25,7,20,AM,"413 Old Westfield Rd., Granville",PASSENGER,M,42.0890657,-72.857603,61730445,61734235
2021,9,25,7,20,AM,"413 Old Westfield Rd., Granville",OPERATOR,M,42.0890657,-72.857603,61730445,61734235
2021,9,25,4,56,AM,"SR-6 EAST, MM 79, Harwich",PEDESTRIAN,M,41.6716498,-70.0622231,62268198,62303579
2021,9,24,1,23,PM,"465 Cheshire Rd., Pittsfield",OPERATOR,M,42.484535,-73.203704,71439808,71622897
2021,9,24,3,12,AM,"I-93 NORTH, EXIT 7, Quincy",PASSENGER,M,42.2597656,-71.0424801,67422035,67444356
2021,9,23,9,58,PM,"308 Lynn Fellsway, Saugus",PEDESTRIAN,M,42.4781199,-71.0306245,74916462,74916630
2021,9,23,1,22,PM,"675 Memorial Ave., West Springfield",OPERATOR,M,42.0956952,-72.6083818,71325905,71298990
2021,9,22,5,3,PM,"SR-114, west of 138 N. Main St., Middleton",MOTORCYCLE: OPERATOR,M,42.600726,-71.025656,67144851,3584160094
2021,9,22,1,1,PM,"Central St. + Willard St., Leominster",OPERATOR,F,42.4936116,-71.74509119999999,4386031823,4386399850
2021,9,21,8,55,PM,"85 Plymouth St., Middleborough",MOTORCYCLE: OPERATOR,M,41.932553,-70.97039939999999,66944671,4100747042
2021,9,21,8,42,AM,"35 Lynn St., Peabody",OPERATOR,M,42.5156301,-70.94527819999999,70524338,70534090
2021,9,20,4,3,PM,"1281 Washington St. (SR-53), Weymouth",PEDESTRIAN,M,42.1947173,-70.92436769999999,73140470,73162525
2021,9,19,2,39,PM,"Soldiers Field Rd., Boston",MOTORCYCLE: OPERATOR,M,42.3645558,-71.1359136,61339871,61339819
2021,9,19,1,40,PM,"369 Summer St. (SR-122), Barre",MOTORCYCLE: OPERATOR,M,42.4151211,-72.0969727,69437017,69445309
2021,9,18,10,53,PM,"46 Hathaway Rd., Dartmouth",MOTORCYCLE: OPERATOR,M,41.6418332,-70.97823500000001,65674439,65751317
2021,9,18,8,6,PM,"1365 Main St., Springfield",PEDESTRIAN,M,42.1022934,-72.589424,69958798,70008660
2021,9,15,1,15,PM,"North St. + Oak Ln., Agawam",OPERATOR,F,42.0848727,-72.6498688,65479067,65523802
2021,9,14,9,36,PM,"226 SR-28, Yarmouth",PEDESTRIAN,F,41.655846,-70.2554352,75037744,75124826
2021,9,14,2,49,PM,"Boston Rd. + Phillips Ave., Springfield",MOTORCYCLE: OPERATOR,M,42.1377995,-72.513907,69963260,70124119
2021,9,12,8,32,PM,"4925 State Hwy. (SR-6), Eastham",OPERATOR,F,41.8626276,-69.98595019999999,66203467,66219669
2021,9,12,7,42,PM,"Mechanic St., Westfield",PEDESTRIAN,M,42.123163,-72.745404,71770170,245494344
2021,9,12,6,27,PM,"638 North Main St., Leominster",MOTORCYCLE: OPERATOR,M,42.5527308,-71.76675759999999,64586038,64619231
2021,9,12,8,50,AM,"8 Winter St., Newburyport",OPERATOR,M,42.8121486,-70.87602799999999,67382229,67378563
2021,9,12,1,51,AM,"I-93 SOUTH, north of EXIT 40B, Andover",OPERATOR,M,42.6578153,-71.191265,68021299,67987074
2021,9,11,8,28,PM,"I-290 WEST, EXIT 26B, Shrewsbury",OPERATOR,M,42.3165241,-71.7261994,71445782,71406629
2021,9,10,11,25,PM,"201 Grand Ave., Falmouth",PEDESTRIAN,M,41.5463137,-70.5920984,67417922,67416933
2021,9,9,11,25,PM,"I-495 NORTH, MM 49, Milford",OPERATOR,M,42.1567654,-71.4890299,67162836,67165765
2021,9,9,11,24,PM,"Memorial Ave. + Circuit Ave., West Springfield",OPERATOR,F,42.095107,-72.61221499999999,71241895,71329568
2021,9,8,8,27,PM,"South St. + Winter St., Bridgewater",MOTORCYCLE: OPERATOR,M,41.9662771,-70.9803816,63773793,63890428
2021,9,4,11,43,PM,"463 State St., Springfield",PEDESTRIAN,M,42.1076573,-72.57709179999999,70054813,70198247
2021,9,4,7,33,PM,"I-91 SOUTH, MM 53.6, Bernardston",PASSENGER,M,42.7309431,-72.5701513,69645748,69663682
2021,9,4,12,49,PM,"Winter St., Saugus",PASSENGER,M,42.4588894,-71.0006001,74929599,74960066
2021,9,3,11,0,AM,"I-91 SOUTH, MM 9.4 (EXIT 108), West Springfield",OPERATOR,M,42.1356864,-72.6172264,71375255,64762868
2021,9,2,11,48,AM,"Pleasant St. + Thomas Dr., Framingham",OPERATOR,M,42.3044746,-71.4627634,61441705,61446951
2021,9,2,7,19,AM,"157 Bullock Rd., Freetown",OPERATOR,M,41.7415869,-71.00100809999999,1645918323,2537024832
2021,8,30,3,47,PM,"327 Moody St., Ludlow",OPERATOR,M,42.1918204,-72.5090381,64954807,65038944
2021,8,29,6,45,PM,"SR-2 WEST, MM 100.8, Leominster",PEDESTRIAN,M,42.546666,-71.7621342,64612986,64591326
2021,8,28,4,57,PM,"Rhode Island Ave. + Orswell St., Fall River",MOTORCYCLE: OPERATOR,M,41.680906,-71.1634105,67200265,67242959
2021,8,28,1,22,PM,"1563 Fall River Ave., Seekonk",OPERATOR,M,41.7848566,-71.3132699,75158640,75175019
2021,8,28,11,58,AM,"South Rd. + Stonewood Ln., Chilmark",MOTORCYCLE: PASSENGER,F,41.3725441,-70.6827997,64894416,64924284
2021,8,28,5,7,AM,"I-92 SOUTH, north of EXIT 31, Wilmington",MOTORCYCLE: OPERATOR,F,42.548171,-71.172447,73869379,3197995291
2021,8,28,3,48,AM,"740 Burt St., Taunton",OPERATOR,F,41.8899636,-71.1697539,68895129,68926217
2021,8,27,11,11,PM,"Lynn St. + Washington St., Peabody",OPERATOR,F,42.5178074,-70.9432954,70506217,70581695
2021,8,27,7,15,PM,"Humboldt Ave. + Hutchings St., Boston",MOTORCYCLE: OPERATOR,M,42.3111764,-71.0911059,61355219,61341436
2021,8,27,10,17,AM,"I-95 NORTH, ramp to I-90, Newton",OPERATOR,M,36.8779954,-77.4037357,67803880,67804321
2021,8,27,8,1,AM,"SR-16 WEST, prior to Locust St., Medford",MOTORCYCLE: OPERATOR,M,42.4081071,-71.0930138,66467645,66485914
2021,8,25,2,12,PM,"Cornell St. + Washington St., Boston",OPERATOR,M,42.2795479,-71.1355308,61509485,61354005
2021,8,24,1,12,PM,"50 Shawsheen Rd., Bedford",OPERATOR,M,42.4893443,-71.2575868,72807903,72825796
2021,8,22,6,56,PM,"191 Chapin St., Ludlow",PASSENGER,M,42.1592106,-72.44238849999999,65002764,65005761
2021,8,22,5,45,PM,"I-91 SOUTH, MM 13.6, Holyoke",PASSENGER,F,42.2215285,-72.6357634,62953936,62957599
2021,8,22,5,45,PM,"I-91 SOUTH, MM 13.6, Holyoke",OPERATOR,M,42.2215285,-72.6357634,62953936,62957599
2021,8,22,5,45,PM,"I-91 SOUTH, MM 13.6, Holyoke",OPERATOR,F,42.2215285,-72.6357634,62953936,62957599
2021,8,21,9,24,AM,"143 Neponset St., Canton",OPERATOR,F,42.1546485,-71.15171389999999,64704890,64706023
2021,8,21,3,22,AM,"422 Pine St., Agawam",MOTORCYCLE: OPERATOR,M,42.0381454,-72.685677,65389479,65453925
2021,8,20,4,45,PM,"I-290 EAST, EXIT 34A, Marlborough",OPERATOR,M,42.3546874,-71.6097421,65808493,65806053
2021,8,18,6,2,PM,"SR-12 + The Causeway, West Boylston",MOTORCYCLE: OPERATOR,M,42.3667589,-71.78562699999999,70906723,70948741
2021,8,18,11,58,AM,"Tremont St. + Agricultural Ave., Rehoboth",PASSENGER,M,41.8940501,-71.2876371,73467873,73478163
2021,8,18,11,0,AM,"326 Lincoln St., Worcester",MOTORCYCLE: OPERATOR,F,42.2881252,-71.7888215,74702755,74737190
2021,8,17,6,30,AM,"36 Ireland St., Chesterfield",OPERATOR,M,42.3989643,-72.8747674,64725548,64726176
2021,8,16,4,30,PM,"167 Main St., Stoneham",MOTORCYCLE: OPERATOR,M,42.4462973,-71.067804,66554190,66582187
2021,8,16,9,45,AM,"Old Chatham Rd. + Depot St., Harwich",OPERATOR,M,41.7014479,-70.11991979999999,62341118,66089971
2021,8,16,8,30,AM,"278 Main St., Bourne",PEDESTRIAN,F,41.7508609,-70.5988606,73934121,74174152
2021,8,16,6,54,AM,"Sandwich Rd. + Greenwood St., Falmouth",OPERATOR,F,41.589455,-70.582833,67378483,67490021
2021,8,16,1,22,AM,"East Britannia St., Raynham",OPERATOR,F,41.9223548,-71.0834193,68980897,73325414
2021,8,14,12,50,AM,"County Rd. + Eastville Ave., Oak Bluffs",OPERATOR,M,41.46064500000001,-70.57612,69703654,69747709
2021,8,13,9,29,PM,"612 Monponsett St., Hanson",MOTORCYCLE: OPERATOR,M,42.0285242,-70.8443031,62071133,62081506
2021,8,13,9,29,PM,"612 Monponsett St., Hanson",MOTORCYCLE: PASSENGER,F,42.0285242,-70.8443031,62071133,62081506
2021,8,13,3,36,PM,"Pauline St. + Hagman Rd., Winthrop",OPERATOR,F,42.3761028,-70.9870074,74281290,74282301
2021,8,12,12,45,PM,"Centre St. + Park St., Boston",MOTORCYCLE: OPERATOR,M,42.2851226,-71.1564582,61349753,61349755
2021,8,11,6,50,PM,"1079 South St., Tewksbury",OPERATOR,M,42.5986125,-71.1825935,69299885,69354578
2021,8,10,5,48,PM,"Ridge St. + Middle St., Fall River",MOTORCYCLE: OPERATOR,F,41.692971,-71.161748,67132963,67174870
2021,8,10,9,20,AM,"Western Ave. + Washington St., Lynn",MOTORCYCLE: OPERATOR,F,42.4697912,-70.9568895,65189948,65239099
2021,8,8,8,46,AM,"910 Central St., East Bridgewater",MOTORCYCLE: OPERATOR,M,42.0372733,-70.9310185,65948120,65976220
2021,8,8,4,23,AM,"I-93 NORTH, 1 mile south of EXIT 42N, Andover",OPERATOR,M,43.2897137,-71.5707282,194971543,194971559
2021,8,6,9,48,PM,"9 Graf Rd., Newburyport",PEDESTRIAN,M,42.8046656,-70.8824145,67415652,67418154
2021,8,6,9,30,PM,"I-95 NORTH, MM 37.0, Wellesley",MOTORCYCLE: OPERATOR,M,42.3197759,-71.2389274,1175908354,70482871
2021,8,6,7,3,PM,"I-90 WEST, MM 130.2, Boston",PEDESTRIAN,M,42.3563594,-71.1194668,61457312,61349999
2021,8,6,2,10,PM,"75 E. Charlton Rd. + 251 Fiske Hill Rd., Sturbridge",PASSENGER,F,42.1067819,-72.0610323,70861779,70994583
2021,8,6,2,10,PM,"75 E. Charlton Rd. + 251 Fiske Hill Rd., Sturbridge",OPERATOR,M,42.1067819,-72.0610323,70861779,70994583
2021,8,5,10,17,PM,"222 Still River Rd., Harvard",OPERATOR,M,42.4904139,-71.6190574,62202223,2789578826
2021,8,5,6,9,PM,"262 Forbes Rd., Braintree",MOTORCYCLE: PASSENGER,F,42.21723730000001,-71.0370087,73168061,330134024
2021,8,5,12,58,AM,"I-95 NORTH, north of MM 22.8, Canton",PASSENGER,F,42.1921921,-71.1518321,69633784,60822908
2021,8,3,10,58,PM,"SR-2 EAST, MM 78.4, Phillipston",OPERATOR,F,42.5720289,-72.1330374,71383569,64792640
2021,8,3,10,58,PM,"SR-2 EAST, MM 78.4, Phillipston",OPERATOR,M,42.5720289,-72.1330374,71383569,64792640
2021,8,3,4,35,PM,"77 Main St., Taunton",PEDESTRIAN,F,41.90146620000001,-71.0904106,69093832,69094263
2021,8,1,2,5,AM,"780 East Falmouth Hwy., Falmouth",OPERATOR,M,41.57854589999999,-70.546457,67385685,4296858568
2021,7,31,4,59,PM,"395 Blossom St., Fitchburg",MOTORCYCLE: OPERATOR,M,42.5925139,-71.7928508,67565268,4306072124
2021,7,31,2,9,PM,"60 Grafton St., Millbury",MOTORCYCLE: OPERATOR,M,42.1921965,-71.7412262,67336884,67353310
2021,7,30,6,9,PM,"100 County Rd., Ipswich",BICYCLIST,M,42.672203,-70.83539200000001,63655574,63670118
2021,7,27,11,52,PM,"947 Providence Hwy. + Elm St., Dedham",PEDESTRIAN,M,42.2331535,-71.1807309,65879363,65910854
2021,7,27,11,40,PM,"12 Central St., Abington",OPERATOR,F,42.1162596,-70.93163299999999,61330624,74020916
2021,7,27,6,20,PM,"189 Millbury Ave., Millbury",OPERATOR,M,42.2136332,-71.7558431,67289700,67355925
2021,7,27,5,58,PM,"832 East St., Walpole",PEDESTRIAN,F,42.1468283,-71.24618869999999,69158611,69164612
2021,7,25,9,29,PM,"746 Westfield St., West Springfield",OPERATOR,F,42.1037165,-72.6360488,71268954,71304493
2021,7,24,10,24,PM,"94 John Gilbert Rd., West Brookfield",OPERATOR,M,42.2696383,-72.1690559,71053249,71101071
2021,7,24,4,30,AM,"I-95 NORTH, EXIT 27, Dedham",PASSENGER,M,42.2370072,-71.1923684,65901451,65891835
2021,7,24,2,9,AM,"75 Dorchester St., Quincy",MOTORCYCLE: OPERATOR,M,42.2996446,-71.0147226,73061577,73085151
2021,7,23,12,5,PM,"I-91 SOUTH, MM 8.3, Chicopee",MOTORCYCLE: OPERATOR,M,42.1356864,-72.6172264,71375255,64762868
2021,7,22,11,16,PM,"130 Bay St., Taunton",OPERATOR,M,41.91548510000001,-71.0943234,69011988,69014956
2021,7,17,2,45,AM,"187 Pleasant St. Ralph Talbot St., Weymouth",PEDESTRIAN,F,42.1758945,-70.9472728,73200751,73248756
2021,7,16,8,55,PM,"55 Iyannough Rd. (SR-28), Barnstable",MOTORCYCLE: PASSENGER,F,41.658524,-70.27278129999999,67947096,68142492
2021,7,16,2,15,AM,"I-495 SOUTH, south of EXIT 92, Lowell",OPERATOR,M,42.6144725,-71.301353,64842692,65178183
2021,7,15,7,17,PM,"64 Andover St., Danvers",MOTORCYCLE: OPERATOR,M,42.551267,-70.9587202,65519094,65558924
2021,7,15,11,10,AM,"I-93 SOUTH, south of EXIT 18N Mass Ave., Boston",OPERATOR,M,42.3509305,-71.0892652,61340721,61340777
2021,7,15,6,7,AM,"Mill St. + County St., New Bedford",MOTORCYCLE: OPERATOR,M,41.6379476,-70.93090210000001,66950289,66967467
2021,7,13,5,14,PM,"East Main St., I-95 overpass, Georgetown",PASSENGER,M,36.8779954,-77.4037357,67803880,67804321
